source_file,sheet,row,key,value_1,value_2,value_3,value_4
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,64,Execution Time,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,65,Interlock,High Voltage Enabled,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,67,Device Terminal,Drain,Bulk,Source,Gate
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,68,Instrument,SMU3,GNDU,SMU4,SMU1
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,69,Name,DrainV,N/A,SourceV,GateV
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,70,Operation Mode,Voltage Bias,Common,Voltage Bias,Voltage Linear Sweep
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,71,Master/Subordinate,N/A,N/A,N/A,Master
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,72,Start/Bias,0.1,0,0,-14
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,73,Stop,N/A,N/A,N/A,2
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,74,Step,N/A,N/A,N/A,0.05
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,75,Number of Points,0,N/A,0,321
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,76,Compliance,0.1,N/A,0.1,0.1
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,77,Measure Current,Measured,N/A,No,No
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,78,Measure Voltage,No,N/A,No,Programmed
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,79,Current Range,Limited Auto=1uA,N/A,Limited Auto=1uA,Auto
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,80,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,81,AC Measure I Range,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,82,Dual Sweep,N/A,N/A,N/A,Disabled
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,83,Pulse Mode,Disabled,N/A,Disabled,Disabled
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,84,Pulse On Time,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,85,Pulse Off Time,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,86,Pulse Base Voltage,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,87,Presoak,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,88,Frequency Mode,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,89,Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,90,Start Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,91,Stop Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,92,Frequency Points,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,93,AC Drive Signal,OFF,N/A,OFF,OFF
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,94,Overvoltage Protection,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,95,Compensation,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,96,CVU Path,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,98,Formulas,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,99,"GM = DIFF(DRAINI, GATEV)",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,100,"IDLIN = TANFIT(GATEV, DRAINI, MAXPOS(GM))",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,101,"VT = TANFITXINT(GATEV, DRAINI, MAXPOS(GM))",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,107,Test Name,vgs-id#1@1,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,108,Mode,Sweeping,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,109,Speed,Normal,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,110,Sweep Delay,0,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,111,Hold Time,0,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,112,Site Coordinate,"0,0",,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,113,Last Executed,07/11/2026 18:29:23,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,114,Clarius+ Version,V1.12,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,115,Execution Time,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,116,Interlock,High Voltage Enabled,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,118,Device Terminal,Drain,Bulk,Source,Gate
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,119,Instrument,SMU3,GNDU,SMU4,SMU1
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,120,Name,DrainV,N/A,SourceV,GateV
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,121,Operation Mode,Voltage Bias,Common,Voltage Bias,Voltage Linear Sweep
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,122,Master/Subordinate,N/A,N/A,N/A,Master
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,123,Start/Bias,0.1,0,0,-14
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,124,Stop,N/A,N/A,N/A,2
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,125,Step,N/A,N/A,N/A,0.05
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,126,Number of Points,0,N/A,0,321
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,127,Compliance,0.1,N/A,0.1,0.1
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,128,Measure Current,Measured,N/A,No,No
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,129,Measure Voltage,No,N/A,No,Programmed
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,130,Current Range,Limited Auto=1uA,N/A,Limited Auto=1uA,Auto
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,131,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,132,AC Measure I Range,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,133,Dual Sweep,N/A,N/A,N/A,Disabled
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,134,Pulse Mode,Disabled,N/A,Disabled,Disabled
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,135,Pulse On Time,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,136,Pulse Off Time,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,137,Pulse Base Voltage,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,138,Presoak,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,139,Frequency Mode,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,140,Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,141,Start Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,142,Stop Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,143,Frequency Points,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,144,AC Drive Signal,OFF,N/A,OFF,OFF
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,145,Overvoltage Protection,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,146,Compensation,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,147,CVU Path,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,149,Formulas,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,150,"GM = DIFF(DRAINI, GATEV)",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,151,"IDLIN = TANFIT(GATEV, DRAINI, MAXPOS(GM))",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,152,"VT = TANFITXINT(GATEV, DRAINI, MAXPOS(GM))",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,5,Test Name,vgs-id#1@1,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,6,Mode,Sweeping,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,7,Speed,Normal,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,8,Sweep Delay,0,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,9,Hold Time,0,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,10,Site Coordinate,"0,0",,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,11,Last Executed,07/11/2026 19:00:44,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,12,Clarius+ Version,V1.12,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,13,Execution Time,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,14,Interlock,High Voltage Enabled,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,16,Device Terminal,Drain,Bulk,Source,Gate
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,17,Instrument,SMU3,GNDU,SMU4,SMU1
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,18,Name,DrainV,N/A,SourceV,GateV
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,19,Operation Mode,Voltage Bias,Common,Voltage Bias,Voltage Linear Sweep
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,20,Master/Subordinate,N/A,N/A,N/A,Master
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,21,Start/Bias,0.1,0,0,-16
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,22,Stop,N/A,N/A,N/A,0
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,23,Step,N/A,N/A,N/A,0.05
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,24,Number of Points,0,N/A,0,321
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,25,Compliance,0.1,N/A,0.1,0.1
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,26,Measure Current,Measured,N/A,No,No
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,27,Measure Voltage,No,N/A,No,Programmed
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,28,Current Range,Limited Auto=1uA,N/A,Limited Auto=1uA,Auto
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,29,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,30,AC Measure I Range,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,31,Dual Sweep,N/A,N/A,N/A,Disabled
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,32,Pulse Mode,Disabled,N/A,Disabled,Disabled
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,33,Pulse On Time,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,34,Pulse Off Time,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,35,Pulse Base Voltage,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,36,Presoak,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,37,Frequency Mode,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,38,Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,39,Start Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,40,Stop Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,41,Frequency Points,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,42,AC Drive Signal,OFF,N/A,OFF,OFF
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,43,Overvoltage Protection,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,44,Compensation,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,45,CVU Path,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,47,Formulas,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,48,"GM = DIFF(DRAINI, GATEV)",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,49,"IDLIN = TANFIT(GATEV, DRAINI, MAXPOS(GM))",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,50,"VT = TANFITXINT(GATEV, DRAINI, MAXPOS(GM))",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,56,Test Name,vgs-id#1@1,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,57,Mode,Sweeping,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,58,Speed,Normal,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,59,Sweep Delay,0,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,60,Hold Time,0,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,61,Site Coordinate,"0,0",,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,62,Last Executed,07/11/2026 18:59:37,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,63,Clarius+ Version,V1.12,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,64,Execution Time,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,65,Interlock,High Voltage Enabled,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,67,Device Terminal,Drain,Bulk,Source,Gate
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,68,Instrument,SMU3,GNDU,SMU4,SMU1
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,69,Name,DrainV,N/A,SourceV,GateV
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,70,Operation Mode,Voltage Bias,Common,Voltage Bias,Voltage Linear Sweep
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,71,Master/Subordinate,N/A,N/A,N/A,Master
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,72,Start/Bias,0.1,0,0,-16
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,73,Stop,N/A,N/A,N/A,0
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,74,Step,N/A,N/A,N/A,0.05
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,75,Number of Points,0,N/A,0,321
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,76,Compliance,0.1,N/A,0.1,0.1
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,77,Measure Current,Measured,N/A,No,No
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,78,Measure Voltage,No,N/A,No,Programmed
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,79,Current Range,Limited Auto=1uA,N/A,Limited Auto=1uA,Auto
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,80,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,81,AC Measure I Range,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,82,Dual Sweep,N/A,N/A,N/A,Disabled
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,83,Pulse Mode,Disabled,N/A,Disabled,Disabled
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,84,Pulse On Time,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,85,Pulse Off Time,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,86,Pulse Base Voltage,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,87,Presoak,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,88,Frequency Mode,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,89,Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,90,Start Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,91,Stop Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,92,Frequency Points,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,93,AC Drive Signal,OFF,N/A,OFF,OFF
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,94,Overvoltage Protection,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,95,Compensation,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,96,CVU Path,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,98,Formulas,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,99,"GM = DIFF(DRAINI, GATEV)",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,100,"IDLIN = TANFIT(GATEV, DRAINI, MAXPOS(GM))",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,101,"VT = TANFITXINT(GATEV, DRAINI, MAXPOS(GM))",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,107,Test Name,vgs-id#1@1,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,108,Mode,Sweeping,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,109,Speed,Normal,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,110,Sweep Delay,0,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,111,Hold Time,0,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,112,Site Coordinate,"0,0",,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,113,Last Executed,07/11/2026 18:58:31,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,114,Clarius+ Version,V1.12,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,115,Execution Time,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,116,Interlock,High Voltage Enabled,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,118,Device Terminal,Drain,Bulk,Source,Gate
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,119,Instrument,SMU3,GNDU,SMU4,SMU1
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,120,Name,DrainV,N/A,SourceV,GateV
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,121,Operation Mode,Voltage Bias,Common,Voltage Bias,Voltage Linear Sweep
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,122,Master/Subordinate,N/A,N/A,N/A,Master
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,123,Start/Bias,0.1,0,0,-16
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,124,Stop,N/A,N/A,N/A,0
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,125,Step,N/A,N/A,N/A,0.05
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,126,Number of Points,0,N/A,0,321
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,127,Compliance,0.1,N/A,0.1,0.1
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,128,Measure Current,Measured,N/A,No,No
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,129,Measure Voltage,No,N/A,No,Programmed
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,130,Current Range,Limited Auto=1uA,N/A,Limited Auto=1uA,Auto
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,131,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,132,AC Measure I Range,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,133,Dual Sweep,N/A,N/A,N/A,Disabled
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,134,Pulse Mode,Disabled,N/A,Disabled,Disabled
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,135,Pulse On Time,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,136,Pulse Off Time,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,137,Pulse Base Voltage,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,138,Presoak,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,139,Frequency Mode,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,140,Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,141,Start Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,142,Stop Frequency,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,143,Frequency Points,N/A,N/A,N/A,N/A
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,144,AC Drive Signal,OFF,N/A,OFF,OFF
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,145,Overvoltage Protection,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,146,Compensation,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,147,CVU Path,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,149,Formulas,,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,150,"GM = DIFF(DRAINI, GATEV)",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,151,"IDLIN = TANFIT(GATEV, DRAINI, MAXPOS(GM))",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,152,"VT = TANFITXINT(GATEV, DRAINI, MAXPOS(GM))",,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S3-60K,5,Test Name,vgs-id#1@1,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S3-60K,6,Mode,Sweeping,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S3-60K,7,Speed,Normal,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S3-60K,8,Sweep Delay,0,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S3-60K,9,Hold Time,0,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S3-60K,10,Site Coordinate,"0,0",,,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S3-60K,11,Last Executed,07/11/2026 19:29:10,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S3-60K,12,Clarius+ Version,V1.12,,,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S3-60K,13,Execution Time,,,,
