source_file,sheet,device_group,device_no,device_id,dose_krad_si,scan_no,sweep,point_no,DrainI,GateV,GM,IDLIN,VT
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,246,0.000218148634303361,-1.75,0.00122326775698567,-0.0454284604121634,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,247,0.000300972984405234,-1.70000004768372,0.00165648858178808,-0.0418245357151539,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,248,0.000412429450079799,-1.64999997615814,0.00222912612470079,-0.0382206024257102,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,249,0.000560446409508586,-1.60000002384186,0.00296034201177789,-0.0346166777287007,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,250,0.00075682788155973,-1.54999995231628,0.00392762382251193,-0.0310127444392569,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,251,0.00101443787571043,-1.5,0.00515220479653935,-0.0274088197422474,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,252,0.00134910386987031,-1.45000004768372,0.0066933262664509,-0.0238048950452379,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,253,0.00177995359990746,-1.39999997615814,0.00861698227405104,-0.0202009617557942,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,254,0.00232905684970319,-1.35000002384186,0.010982075469238,-0.0165970370587846,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,255,0.00301699014380574,-1.29999995231628,0.0137586462001497,-0.0129931037693409,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,256,0.00387985305860639,-1.25,0.0172572747538326,-0.00938917907233139,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,257,0.00494273751974106,-1.20000004768372,0.021257709495625,-0.00578525437532187,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,258,0.00623367121443152,-1.14999997615814,0.0258186369599529,-0.00218132108587812,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,259,0.00778706930577755,-1.10000002384186,0.031067991455666,0.00142260361113138,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,260,0.00962465163320303,-1.04999995231628,0.0367515939749327,0.00502653690057514,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,261,0.0117623973637819,-1.0,0.0427549553858808,0.00863046159758464,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,262,0.0142069682478905,-0.949999988079071,0.0488914060255513,0.0122343905908113,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,263,0.0169531237334013,-0.899999976158142,0.0549230966155299,0.0158383195840379,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,264,0.0199784822762012,-0.850000023841858,0.0605072285601888,0.0194422442810474,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,265,0.0232208985835314,-0.800000011920929,0.0648483106855605,0.023046173274274,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,266,0.0266702994704247,-0.75,0.0689880012898442,0.0266501022675007,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,267,0.0302417185157537,-0.699999988079071,0.0714283638767329,0.0302540312607273,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,268,0.0338579602539539,-0.649999976158142,0.0723248175204235,0.0338579602539539,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,269,0.0374495722353458,-0.600000023841858,0.0718323081324655,0.0374618849509634,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,270,0.0409486778080463,-0.550000011920929,0.0699820947689784,0.0410658139441901,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,271,0.044296957552433,-0.5,0.0669655789218953,0.0446697429374167,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,272,0.0474526584148407,-0.449999988079071,0.063114002200603,0.0482736719306433,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,273,0.0503882169723511,-0.400000005960464,0.058711192146966,0.0518775987757614,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,274,0.0530810132622719,-0.349999994039536,0.0538559129581659,0.055481527768988,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,275,0.0555196739733219,-0.300000011920929,0.0487732316636676,0.0590854546141061,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,276,0.0577371679246426,-0.25,0.0443498684525803,0.0626893836073327,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,277,0.0597289949655533,-0.200000002980232,0.0398365431926574,0.0662933115265051,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,278,0.061510194092989,-0.150000005960464,0.0356239846720686,0.0698972394456774,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,279,0.0630997121334076,-0.100000001490116,0.031790357966093,0.0735011679018769,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,280,0.0645113438367844,-0.0500000007450581,0.0282326336468364,0.0771050960895628,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,281,0.0657747760415077,0.0,0.025268643717935,0.0807090242772487,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,282,0.0668834075331688,0.0500000007450581,0.0221726295028235,0.0843129524649347,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,283,0.0678666010499001,0.100000001490116,0.0196638700416107,0.0879168806526206,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,284,0.0687470734119415,0.150000005960464,0.0176094456664223,0.0915208091088201,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,285,0.0695276856422424,0.200000002980232,0.0156122455365804,0.0951247370279924,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,286,0.0702251344919205,0.25,0.0139489778249847,0.0987286649471648,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,287,0.07084621489048,0.300000011920929,0.01242160500965,0.102332593940391,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,288,0.0714017003774643,0.349999994039536,0.0111097137128283,0.105936520785509,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,289,0.0718965455889702,0.400000005960464,0.00989690187051252,0.109540449778736,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,290,0.0723403245210648,0.449999988079071,0.00887558181604689,0.113144376623854,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,291,0.0727415531873703,0.5,0.00802457141290393,0.116748305617081,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,292,0.0731017738580704,0.550000011920929,0.00720441169633586,0.120352234610307,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,293,0.0734236165881157,0.600000023841858,0.00643685306624101,0.123956163603534,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,294,0.0737155899405479,0.649999976158142,0.00583947261760008,0.127560088300544,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,295,0.073980875313282,0.699999988079071,0.00530570618970247,0.13116401729377,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,296,0.0742241963744164,0.75,0.00486642006244181,0.134767946286997,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,297,0.0744414925575256,0.800000011920929,0.00434592262603697,0.138371875280223,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,298,0.0746409296989441,0.850000023841858,0.00398874187737897,0.14197580427345,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,299,0.0748259574174881,0.899999976158142,0.00370055790000715,0.14557972897046,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,300,0.0749931782484055,0.949999988079071,0.0033444158209763,0.149183657963686,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,301,0.0751463770866394,1.0,0.00306397603417014,0.152787586956913,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,302,0.0752885267138481,1.04999995231628,0.00284299525546575,0.156391511653922,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,303,0.0754194483160973,1.10000002384186,0.00261842829929118,0.159995444943366,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,304,0.0755376443266869,1.14999997615814,0.00236392246620413,0.163599369640376,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,305,0.0756489261984825,1.20000004768372,0.00222563425211775,0.167203302929819,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,306,0.0757537707686424,1.25,0.00209689340295163,0.170807227626829,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,307,0.0758475288748741,1.29999995231628,0.00187516391292945,0.174411152323838,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,308,0.0759398341178894,1.35000002384186,0.00184610221943538,0.178015085613282,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,309,0.0760205015540123,1.39999997615814,0.00161335026106859,0.181619010310292,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,310,0.0761001408100128,1.45000004768372,0.00159278284151624,0.185222943599735,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,311,0.0761747136712074,1.5,0.00149145864625802,0.188826868296745,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,312,0.0762436017394066,1.54999995231628,0.00137776267792003,0.192430792993754,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,313,0.0763052552938461,1.60000002384186,0.00123306932487108,0.196034726283198,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,314,0.0763674899935722,1.64999997615814,0.00124469518155592,0.199638650980208,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,315,0.0764234066009521,1.70000004768372,0.00111833054781359,0.203242584269651,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,316,0.0764783248305321,1.75,0.00109836563908161,0.206846508966661,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,317,0.0765309408307076,1.79999995231628,0.00105232100708104,0.21045043366367,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,318,0.0765764117240906,1.85000002384186,0.000909416566729689,0.214054366953114,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,319,0.0766234993934631,1.89999997615814,0.000941754285578046,0.217658291650124,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,320,0.0766663700342178,1.95000004768372,0.000857411588556878,0.221262224939567,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,321,0.0767086669802666,2.0,0.000845939727725723,0.224866149636577,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,1,1.99726346572504e-12,-14.0,,-0.956950919414107,-1.08557223567052
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,2,3.05774849884699e-12,-13.9499998092651,2.12096197541605e-11,-0.953245936942738,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,3,5.47564771302689e-12,-13.8999996185303,4.83577998132312e-11,-0.949540954471368,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,4,2.84564038999235e-12,-13.8500003814697,-5.26009490874773e-11,-0.945836042666662,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,5,2.88802315395742e-12,-13.8000001907349,8.47652045765366e-13,-0.942131060195292,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,6,2.33660313320172e-12,-13.75,-1.10283583452656e-11,-0.938426077723923,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,7,-1.22665766433272e-12,-13.6999998092651,-7.12649440965014e-11,-0.934721095252553,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,8,1.48819845335879e-12,-13.6499996185303,5.42969152275362e-11,-0.931016112781184,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,9,8.83459971845468e-14,-13.6000003814697,-2.79974763310705e-11,-0.927311200976477,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,10,3.14256953792835e-12,-13.5500001907349,6.10842377970012e-11,-0.923606218505108,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,11,3.99097421777128e-12,-13.5,1.69680288689653e-11,-0.919901236033738,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,12,2.46386244739938e-12,-13.4499998092651,-3.05421188985006e-11,-0.916196253562369,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,13,-1.52358681226872e-12,-13.3999996185303,-7.97486809762867e-11,-0.912491271090999,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,14,-3.3584246494911e-13,-13.3500003814697,2.37552494227322e-11,-0.908786359286293,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,15,-2.51021425867748e-13,-13.3000001907349,1.69641431032021e-12,-0.905081376814923,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,16,9.79161196568157e-13,-13.25,2.46035585935904e-11,-0.901376394343554,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,17,1.53063672847509e-12,-13.1999998092651,1.1029468564055e-11,-0.897671411872184,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,18,2.16693329946338e-12,-13.1499996185303,1.27258828743753e-11,-0.893966429400815,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,19,-2.51021425867748e-13,-13.1000003814697,-4.83598324191046e-11,-0.890261517596108,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,20,-3.1779856524139e-12,-13.0500001907349,-5.85390612221262e-11,-0.886556535124739,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,21,-2.96587754355926e-12,-13.0,4.24214599459e-12,-0.882851552653369,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,22,-3.3900382501173e-12,-12.9499998092651,-8.48318177039052e-12,-0.879146570182,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,23,1.23367982496347e-12,-12.8999996185303,9.24740087412672e-11,-0.87544158771063,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,24,1.23367982496347e-12,-12.8500003814697,0.0,-0.871736675905924,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,25,1.73194791841524e-13,-12.8000001907349,-2.12096197541605e-11,-0.868031693434554,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,26,-2.66889288447203e-12,-12.75,-5.68415366930165e-11,-0.864326710963185,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,27,-2.7961799542453e-12,-12.6999998092651,-2.54573168426979e-12,-0.860621728491815,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,28,-3.26280669149526e-12,-12.6499996185303,-9.3324991443401e-12,-0.856916746020446,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,29,3.52495810318487e-15,-12.6000003814697,6.53276298124921e-11,-0.853211834215739,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,30,1.31850086404484e-12,-12.5500001907349,2.62994177945159e-11,-0.84950685174437,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,31,3.52495810318487e-15,-12.5,-2.62994177945159e-11,-0.845801869273,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,32,-1.69328440158267e-12,-12.4499998092651,-3.39360577379305e-11,-0.842096886801631,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,33,-2.37201924768726e-12,-12.3999996185303,-1.35746451389301e-11,-0.838391904330261,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,34,-1.52358681226872e-12,-12.3500003814697,1.69689076333531e-11,-0.834686992525555,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,35,-2.07509009975126e-12,-12.3000001907349,-1.10300236734498e-11,-0.830982010054185,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,36,-6.32799368460724e-13,-12.25,2.88457045881804e-11,-0.827277027582816,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,37,4.70123939777523e-13,-12.1999998092651,2.20583820187154e-11,-0.823572045111446,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,38,-8.13238365537927e-14,-12.1499996185303,-1.10289134546603e-11,-0.819867062640077,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,39,-2.07509009975126e-12,-12.1000003814697,-3.98759337224108e-11,-0.81616215083537,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,40,-2.8810565044779e-12,-12.0500001907349,-1.61192666044104e-11,-0.812457168364001,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,41,-8.87317996856041e-13,-12.0,3.98746180428407e-11,-0.808752185892631,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,42,-5.47978329379362e-13,-11.9499998092651,6.78676746007031e-12,-0.805047203421262,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,43,6.39821529091478e-13,-11.8999996185303,2.3755906547825e-11,-0.801342220949892,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,44,8.83459971845468e-14,-11.8500003814697,-1.1029678937683e-11,-0.797637309145186,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,45,-2.75376943470462e-12,-11.8000001907349,-5.68420918024112e-11,-0.793932326673816,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,46,-2.54166132584999e-12,-11.75,4.24214599459e-12,-0.790227344202447,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,47,-2.11750061929195e-12,-11.6999998092651,8.48318177039052e-12,-0.786522361731077,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,48,-1.8629264797454e-12,-11.6499996185303,5.09146336853958e-12,-0.782817379259708,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,49,1.23367982496347e-12,-11.6000003814697,6.19330711178456e-11,-0.779112467455001,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,50,-8.87317996856041e-13,-11.5500001907349,-4.24197946177158e-11,-0.775407484983632,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,51,-2.83864598493722e-12,-11.5,-3.90264108876806e-11,-0.771702502512262,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,52,-2.32955321699535e-12,-11.4499998092651,1.01818165182897e-11,-0.767997520040893,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,53,-2.58407184539067e-12,-11.3999996185303,-5.0903531497501e-12,-0.764292537569524,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,54,-1.94780302997799e-12,-11.3500003814697,1.27255704850493e-11,-0.760587625764817,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,55,-9.72139035937403e-13,-11.3000001907349,1.95132054438403e-11,-0.756882643293447,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,56,-2.58407184539067e-12,-11.25,-3.22385332088208e-11,-0.753177660822078,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,57,-3.22039617195458e-12,-11.1999998092651,-1.272643798377e-11,-0.749472678350709,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,58,-5.29895571865779e-12,-11.1499996185303,-4.15710323531609e-11,-0.745767695879339,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,59,-2.37201924768726e-12,-11.1000003814697,5.85396226631646e-11,-0.742062784074632,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,60,-1.94780302997799e-12,-11.0500001907349,8.48429198917999e-12,-0.738357801603263,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,61,-1.52358681226872e-12,-11.0,8.48429198917999e-12,-0.734652819131894,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,62,-6.75209888001405e-13,-10.9499998092651,1.69674737595705e-11,-0.730947836660524,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,63,1.73194791841524e-13,-10.8999996185303,1.69680288689653e-11,-0.727242854189154,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,64,1.57836521630372e-11,-10.8500003814697,3.12213911430131e-10,-0.723537942384448,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,65,1.61654023500546e-11,-10.8000001907349,7.63497461523041e-12,-0.719832959913079,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,66,-5.51106382751243e-12,-10.75,-4.33527669774524e-10,-0.716127977441709,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,67,-1.8576334914755e-11,-10.6999998092651,-2.61304424947575e-10,-0.71242299497034,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,68,-1.22981902439534e-11,-10.6499996185303,1.25562414433432e-10,-0.70871801249897,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,69,1.40337741427743e-12,-10.6000003814697,2.74035534615035e-10,-0.705013100694263,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,70,7.04517000293947e-12,-10.5500001907349,1.12835421340268e-10,-0.701308118222894,
