device_group,device_no,device_id,dose_krad_si,scan_no,point_no,GateV,DrainI,DrainI_smooth,GM_recalc
S,2,S2,0,1,79,-6.09999990463257,2.2912005626096698e-11,2.3256485897910402e-11,-9.888045004597166e-12
S,2,S2,0,1,80,-6.05000019073486,2.2063600946253798e-11,2.2508558083952146e-11,-1.5139541814997585e-11
S,2,S2,0,1,81,-6.0,2.1384893855724798e-11,2.174253298770939e-11,-1.7602623071036427e-11
S,2,S2,0,1,82,-5.94999980926514,2.1130347471753898e-11,2.0748289061980818e-11,-2.3803531568947117e-11
S,2,S2,0,1,83,-5.90000009536743,2.0112300713748297e-11,1.9362185838069527e-11,-2.035161837332357e-11
S,2,S2,0,1,84,-5.84999990463257,1.81609727256671e-11,1.8713136194719816e-11,-1.641904229817502e-11
S,2,S2,0,1,85,-5.80000019073486,1.7948892372388098e-11,1.7720286452904858e-11,-1.6471402192227356e-11
S,2,S2,0,1,86,-5.75,1.5700662991946498e-11,1.706600077520882e-11,-1.2564562779023905e-11
S,2,S2,0,1,87,-5.69999980926514,1.69308456143824e-11,1.646382538200223e-11,-1.1594655872158882e-11
S,2,S2,0,1,88,-5.65000009536743,1.6633916466446398e-11,1.5906535865732706e-11,-8.394931295120716e-12
S,2,S2,0,1,89,-5.59999990463257,1.4894696587219898e-11,1.562433567659007e-11,-7.330975164403093e-12
S,2,S2,0,1,90,-5.55000019073486,1.6379370082475498e-11,1.5173440657262767e-11,-7.87783683012736e-12
S,2,S2,0,1,91,-5.5,1.4300810535772299e-11,1.4836553832170096e-11,-6.837596847586183e-12
S,2,S2,0,1,92,-5.44999980926514,1.3749362759440898e-11,1.4489678364167996e-11,-7.997535820643511e-12
S,2,S2,0,1,93,-5.40000009536743,1.45977674392839e-11,1.4036802023750588e-11,-5.880489374123918e-12
S,2,S2,0,1,94,-5.34999990463257,1.3494844131045599e-11,1.3901633017485584e-11,-5.3158147035953454e-12
S,2,S2,0,1,95,-5.30000019073486,1.3919032593179299e-11,1.3505223551756306e-11,-4.10060063169302e-12
S,2,S2,0,1,96,-5.25,1.4215961741115299e-11,1.3491576995713648e-11,-9.443167771854115e-13
S,2,S2,0,1,97,-5.19999980926514,1.20101428802144e-11,1.3410791513809509e-11,-1.1914915462606277e-12
S,2,S2,0,1,98,-5.15000009536743,1.3961470868295599e-11,1.3372427550158985e-11,-2.6924413172671914e-12
S,2,S2,0,1,99,-5.09999990463257,1.2688877726319e-11,1.3141545802871866e-11,-4.159802121623691e-12
S,2,S2,0,1,100,-5.05000019073486,1.3367584816848e-11,1.2956447298101737e-11,-3.4202000175302435e-12
S,2,S2,0,1,101,-5.0,1.3325174297307298e-11,1.2799526396032889e-11,-4.798665807137998e-12
S,2,S2,0,1,102,-4.94999980926514,1.2688877726319e-11,1.247657888684224e-11,-7.668279459669597e-12
S,2,S2,0,1,103,-4.90000009536743,1.09072473275518e-11,1.2032700334694279e-11,-6.895014466073754e-12
S,2,S2,0,1,104,-4.84999990463257,1.2688877726319e-11,1.1787079988565385e-11,-2.6717432401100916e-12
S,2,S2,0,1,105,-4.80000019073486,1.1246586995028498e-11,1.1765524128645251e-11,-1.799637543510977e-12
S,2,S2,0,1,106,-4.75,1.0610290424040199e-11,1.1607115100714545e-11,-3.6051831963733163e-12
S,2,S2,0,1,107,-4.69999980926514,1.2561618412121298e-11,1.1405004433739696e-11,-1.6561799010332316e-12
S,2,S2,0,1,108,-4.65000009536743,1.1543543898540099e-11,1.1441494993083631e-11,-6.079882624529702e-13
S,2,S2,0,1,109,-4.59999990463257,1.24343590979237e-11,1.134420438964166e-11,-3.0935260457386084e-13
S,2,S2,0,1,110,-4.55000019073486,9.63465418557519e-12,1.1410558201493596e-11,6.335499416779728e-14
S,2,S2,0,1,111,-4.5,1.0695166974272799e-11,1.135053867782498e-11,-4.086688837857094e-12
S,2,S2,0,1,112,-4.44999980926514,1.2222278744644698e-11,1.1001887758759843e-11,-3.197774902914588e-12
S,2,S2,0,1,113,-4.40000009536743,1.1458722859458698e-11,1.1030757892186952e-11,-9.789401236215883e-13
S,2,S2,0,1,114,-4.34999990463257,1.04406205903018e-11,1.090399235550234e-11,-2.153599461477618e-12
S,2,S2,0,1,115,-4.30000019073486,1.0737577493813399e-11,1.0815397787405164e-11,-6.6753444011585285e-12
S,2,S2,0,1,116,-4.25,1.00588704032845e-11,1.0236453875687158e-11,-1.18873357872497e-11
S,2,S2,0,1,117,-4.19999980926514,1.04406205903018e-11,9.626659674021547e-12,-7.328918010818745e-12
S,2,S2,0,1,118,-4.15000009536743,9.08323416481949e-12,9.50355813211145e-12,-5.61929727294607e-12
S,2,S2,0,1,119,-4.09999990463257,8.44693759383119e-12,9.064727471620103e-12,-8.90422286965702e-12
S,2,S2,0,1,120,-4.05000019073486,8.65901794711021e-12,8.613136816048e-12,-1.0272727276138516e-11
S,2,S2,0,1,121,-4.0,8.57416915245324e-12,8.037454540305548e-12,-1.0477333968467369e-11
S,2,S2,0,1,122,-3.95000004768372,8.65901794711021e-12,7.565401426276963e-12,-4.864928824373935e-12
S,2,S2,0,1,123,-3.90000009536743,6.07139338804075e-12,7.550962121824001e-12,-1.700757401436537e-12
S,2,S2,0,1,124,-3.84999990463257,7.34401428559295e-12,7.395324769556172e-12,-4.984538924067413e-12
S,2,S2,0,1,125,-3.79999995231628,6.283529252471e-12,7.052508408916656e-12,-5.73503460056461e-12
S,2,S2,0,1,126,-3.75,7.853051542383579e-12,6.821821856435199e-12,-3.509290871887411e-12
S,2,S2,0,1,127,-3.70000004768372,7.89546206192426e-12,6.701579656400001e-12,1.4426359139216663e-12
S,2,S2,0,1,128,-3.65000009536743,6.02898286850007e-12,6.966085310246962e-12,-5.735185156739382e-13
S,2,S2,0,1,129,-3.59999990463257,5.859313034761729e-12,6.644224926783736e-12,-1.9153226261901532e-12
S,2,S2,0,1,130,-3.54999995231628,6.62286891994768e-12,6.7745506174529644e-12,-3.977919951210946e-12
S,2,S2,0,1,131,-3.5,6.665279439488359e-12,6.246433311026771e-12,-7.1677794271993566e-12
S,2,S2,0,1,132,-3.45000004768372,6.91982582345929e-12,6.0577733583058e-12,-5.743926744971522e-12
S,2,S2,0,1,133,-3.40000009536743,5.05334663003509e-12,5.6720411843131114e-12,-1.0371523302465e-11
S,2,S2,0,1,134,-3.34999990463257,6.283529252471e-12,5.02061827750248e-12,-1.4103261901251577e-11
S,2,S2,0,1,135,-3.29999995231628,2.76267897447724e-12,4.261713489228955e-12,-1.2595340185192219e-11
S,2,S2,0,1,136,-3.25,4.417050059046799e-12,3.761085460168429e-12,-1.0030413294275955e-11
S,2,S2,0,1,137,-3.20000004768372,2.2536417176866097e-12,3.258673116376194e-12,-7.336922972085011e-12
S,2,S2,0,1,138,-3.15000009536743,3.27174398684349e-12,3.0273938626634674e-12,-4.43078728268131e-12
S,2,S2,0,1,139,-3.09999990463257,3.18689519218651e-12,2.8155938471679944e-12,-1.2329545187912054e-12
S,2,S2,0,1,140,-3.04999995231628,3.31415450638417e-12,2.9040968024561407e-12,-2.1802297171282764e-12
S,2,S2,0,1,141,-3.0,2.0839718839482698e-12,2.5975710833781485e-12,-2.647981486510348e-12
S,2,S2,0,1,142,-2.95000004768372,2.67785793539588e-12,2.6392989063363207e-12,-2.603578346026294e-12
S,2,S2,0,1,143,-2.90000009536743,2.6354474158552e-12,2.3372134970720273e-12,-5.359403790253938e-12
S,2,S2,0,1,144,-2.84999990463257,1.7446322164715898e-12,2.103358085993652e-12,-3.917662452385157e-12
S,2,S2,0,1,145,-2.79999995231628,2.04156136440758e-12,1.945446329284817e-12,-2.9812473355408636e-12
S,2,S2,0,1,146,-2.75,2.12638240348895e-12,1.8052336367534586e-12,-3.0771749664410838e-12
S,2,S2,0,1,147,-2.70000004768372,1.362826518303e-12,1.6377291261030062e-12,-3.085062345112694e-12
S,2,S2,0,1,148,-2.65000009536743,1.4052647934192899e-12,1.4967276964566609e-12,-1.5820572164454922e-12
S,2,S2,0,1,149,-2.59999990463257,1.5749623827332499e-12,1.479523768456773e-12,-9.679795543209066e-13
S,2,S2,0,1,150,-2.54999995231628,1.15074616502397e-12,1.3999299000530644e-12,-2.2385992954247148e-12
S,2,S2,0,1,151,-2.5,1.7446322164715898e-12,1.2556640524037754e-12,1.41415763100874e-13
S,2,S2,0,1,152,-2.45000004768372,9.81076331285635e-13,1.4140714628766926e-12,-3.955542077894264e-13
S,2,S2,0,1,153,-2.40000009536743,1.4476753129599698e-12,1.216108669347751e-12,-2.7706732492365153e-12
S,2,S2,0,1,154,-2.34999990463257,1.10833564548329e-12,1.1370043083685363e-12,-2.342470574455606e-12
S,2,S2,0,1,155,-2.29999995231628,6.84119427774021e-13,9.818616393901192e-13,-4.7590758160471184e-12
S,2,S2,0,1,156,-2.25,1.5749623827332499e-12,6.61097180624686e-13,-4.439714941375879e-12
S,2,S2,0,1,157,-2.20000004768372,-5.03624919545587e-13,5.37890568656778e-13,-5.1200390386266615e-12
S,2,S2,0,1,158,-2.15000009536743,8.11406497547296e-13,1.4909376504693184e-13,-6.262154943105801e-12
S,2,S2,0,1,159,-2.09999990463257,-5.03624919545587e-13,-8.832509962994577e-14,-6.182099573227012e-12
S,2,S2,0,1,160,-2.04999995231628,-5.88445958626949e-13,-4.691163929731828e-13,-9.498472327930023e-12
S,2,S2,0,1,161,-2.0,-3.76393360923544e-13,-1.0381714265780177e-12,-1.0266718926371274e-11
S,2,S2,0,1,162,-1.95000004768372,-1.8186285810628499e-12,-1.4957873064996107e-12,-1.143835955804835e-11
S,2,S2,0,1,163,-1.89999997615814,-1.47928891358617e-12,-2.1820082001281113e-12,-8.999924784576335e-12
S,2,S2,0,1,164,-1.85000002384186,-2.96393465326616e-12,-2.395781125933194e-12,-5.30979186526165e-12
S,2,S2,0,1,165,-1.79999995231628,-3.30327432074284e-12,-2.7129877598532216e-12,-4.756035241325908e-12
S,2,S2,0,1,166,-1.75,-3.13363224258012e-12,-2.8713851420878635e-12,-1.6324978188453482e-12
S,2,S2,0,1,167,-1.70000004768372,-2.53971843555689e-12,-2.8762373860506184e-12,4.260836149138013e-13
S,2,S2,0,1,168,-1.64999997615814,-1.98832617037681e-12,-2.8287766457141233e-12,3.80190382630781e-12
S,2,S2,0,1,169,-1.60000002384186,-3.13363224258012e-12,-2.496047592909012e-12,3.2324217246158936e-12
S,2,S2,0,1,170,-1.54999995231628,-2.7094160248708497e-12,-2.505535212094508e-12,-3.343065521547461e-12
S,2,S2,0,1,171,-1.5,-3.04881120349876e-12,-2.8303534729609856e-12,-1.0048185290399195e-11
S,2,S2,0,1,172,-1.45000004768372,-2.53971843555689e-12,-3.510352782864719e-12,-1.211678193719465e-11
S,2,S2,0,1,173,-1.39999997615814,-3.30327432074284e-12,-4.042031601940071e-12,-1.1060764773843742e-11
S,2,S2,0,1,174,-1.35000002384186,-5.297012828364699e-12,-4.6164294221051365e-12,-1.1196202569884237e-11
S,2,S2,0,1,175,-1.29999995231628,-5.89092663538793e-12,-5.1616520563045544e-12,-1.0508927754093324e-11
S,2,S2,0,1,176,-1.25,-6.27267682240529e-12,-5.667322542363521e-12,-9.871239121710294e-12
S,2,S2,0,1,177,-1.20000004768372,-5.1697812697426595e-12,-6.1487750270807784e-12,-5.742016683488921e-12
S,2,S2,0,1,178,-1.14999997615814,-6.48472942010869e-12,-6.241523420868508e-12,-1.6680316131518165e-12
S,2,S2,0,1,179,-1.10000002384186,-5.63635249584138e-12,-6.315578272733333e-12,1.8800538691652978e-13
S,2,S2,0,1,180,-1.04999995231628,-6.7817140791959194e-12,-6.222722479748583e-12,1.6108394719468203e-12
S,2,S2,0,1,181,-1.0,-6.56960597034129e-12,-6.1544942284170726e-12,-6.734399473838858e-13
S,2,S2,0,1,182,-0.949999988079071,-6.06056871355065e-12,-6.290066693352324e-12,9.30308444352753e-13
S,2,S2,0,1,183,-0.899999976158142,-6.65442700942265e-12,-6.0614633618015145e-12,-4.2328575125066667e-13
S,2,S2,0,1,184,-0.850000023841858,-5.04249419996938e-12,-6.332394657847585e-12,-3.513225357335643e-12
S,2,S2,0,1,185,-0.800000011920929,-6.527195450800599e-12,-6.412785544750149e-12,-4.240992714456336e-12
S,2,S2,0,1,186,-0.75,-7.16351977736451e-12,-6.756494030406363e-12,-9.831695401436085e-12
S,2,S2,0,1,187,-0.699999988079071,-6.65442700942265e-12,-7.395955319299642e-12,-1.0158989847442258e-11
S,2,S2,0,1,188,-0.649999976158142,-8.86027362589914e-12,-7.772393257359784e-12,-9.519222324004655e-12
S,2,S2,0,1,189,-0.600000023841858,-7.54526996438187e-12,-8.347876973984366e-12,-5.8952231878437624e-12
S,2,S2,0,1,190,-0.550000011920929,-8.69057603658518e-12,-8.361914696018107e-12,1.6612542653432658e-12
S,2,S2,0,1,191,-0.5,-9.07238173475378e-12,-8.18175150784265e-12,2.138772978874558e-12
S,2,S2,0,1,192,-0.449999988079071,-7.33316185552724e-12,-8.14803734713833e-12,5.984253136556812e-12
S,2,S2,0,1,193,-0.400000005960464,-8.30882584956782e-12,-7.583326546354677e-12,7.21442228881267e-12
S,2,S2,0,1,194,-0.349999994039536,-6.65442700942265e-12,-7.426595404433332e-12,3.830698380999781e-12
S,2,S2,0,1,195,-0.300000011920929,-6.86653511827728e-12,-7.200256772576809e-12,1.9983888368456037e-12
S,2,S2,0,1,196,-0.25,-7.884609631858549e-12,-7.226756683363654e-12,-9.552072056571931e-13
S,2,S2,0,1,197,-0.200000002980232,-6.145389752632009e-12,-7.29577748901053e-12,-1.4970504361670746e-12
S,2,S2,0,1,198,-0.150000005960464,-8.181538779794549e-12,-7.376461718057245e-12,8.434637439728178e-13
S,2,S2,0,1,199,-0.100000001490116,-7.79978859277719e-12,-7.2114310767420245e-12,-1.4268089619582495e-12
S,2,S2,0,1,200,-0.0500000007450581,-7.29075133598656e-12,-7.519142586472427e-12,-3.039481338203147e-12
S,2,S2,0,1,201,0.0,-6.44231890056801e-12,-7.515379215091518e-12,2.0775630323520447e-12
S,2,S2,0,1,202,0.0500000007450581,-7.24828530529464e-12,-7.311386280141412e-12,7.082857893089153e-12
S,2,S2,0,1,203,0.100000001490116,-5.3818338674460595e-12,-6.807093415228324e-12,1.534231053384783e-11
S,2,S2,0,1,204,0.150000005960464,-8.47846792773055e-12,-5.777155107576623e-12,2.35502307485317e-11
S,2,S2,0,1,205,0.200000002980232,-2.53971843555689e-12,-4.452070349262849e-12,3.2484890193979275e-11
S,2,S2,0,1,206,0.25,-2.06668016033973e-13,-2.528666281803713e-12,5.476358677977664e-11
S,2,S2,0,1,207,0.300000011920929,2.8051172495935398e-12,1.0242893039833564e-12,8.479752931235128e-11
S,2,S2,0,1,208,0.349999994039536,1.16708032127377e-11,5.951085325124539e-12,1.283403669311912e-10
S,2,S2,0,1,209,0.400000005960464,1.9560825181841298e-11,1.3858327008615997e-11,1.9179875033067172e-10
S,2,S2,0,1,210,0.449999988079071,3.75467434921006e-11,2.5130957209050666e-11,2.9926347632220466e-10
S,2,S2,0,1,211,0.5,6.77070621790676e-11,4.378467725655456e-11,4.827473826691594e-10
S,2,S2,0,1,212,0.550000011920929,1.12459680456922e-10,7.340570698556112e-11,7.753342136170162e-10
S,2,S2,0,1,213,0.600000023841858,1.92717508618045e-10,1.2131811710366446e-10,1.261949296769531e-09
S,2,S2,0,1,214,0.649999976158142,3.2642397118642903e-10,1.9960055532769277e-10,2.067298555480973e-09
S,2,S2,0,1,215,0.699999988079071,5.5795462694519e-10,3.2804795852057706e-10,3.4140862203377985e-09
S,2,S2,0,1,216,0.75,9.56124845963302e-10,5.410092587596313e-10,5.6574940013568054e-09
S,2,S2,0,1,217,0.800000011920929,1.6535378621895802e-09,8.937974935414258e-10,9.588467680793308e-09
S,2,S2,0,1,218,0.850000023841858,2.87507107010754e-09,1.4998562554458479e-09,1.6089904574734953e-08
S,2,S2,0,1,219,0.899999976158142,5.0404453943997404e-09,2.5027869024856215e-09,2.6867533602401705e-08
S,2,S2,0,1,220,0.949999988079071,8.892337532984131e-09,4.1866094665129405e-09,4.552556772476285e-08
S,2,S2,0,1,221,1.0,1.57926542954101e-08,7.0553447603760254e-09,7.8420238234369e-08
S,2,S2,0,1,222,1.04999995231628,2.82578085375462e-08,1.2028627976599969e-08,1.34810730361784e-07
S,2,S2,0,1,223,1.10000002384186,5.06674595612822e-08,2.0536429437601563e-08,2.344175598006931e-07
S,2,S2,0,1,224,1.14999997615814,9.17178937243079e-08,3.5470374224436056e-08,4.13986005134207e-07
S,2,S2,0,1,225,1.20000004768372,1.66933759260246e-07,6.19350673125431e-08,7.460927752213659e-07
S,2,S2,0,1,226,1.25,3.05228240904398e-07,1.1007961784579975e-07,1.3511794996847873e-06
S,2,S2,0,1,227,1.29999995231628,5.59991292448103e-07,1.9705288842249186e-07,2.5570784327100094e-06
S,2,S2,0,1,228,1.35000002384186,1.03301238141285e-06,3.657877170162952e-07,4.7744837981737464e-06
S,2,S2,0,1,229,1.39999997615814,1.91014783013088e-06,6.745010483363781e-07,8.990138905856164e-06
S,2,S2,0,1,230,1.45000004768372,3.54097551280574e-06,1.2648024932992677e-06,1.7322072695952398e-05
S,2,S2,0,1,231,1.5,6.56776910545886e-06,2.4067074157921504e-06,3.4158625304921104e-05
S,2,S2,0,1,232,1.54999995231628,1.22061537695117e-05,4.680661766170726e-06,6.921012948758311e-05
S,2,S2,0,1,233,1.60000002384186,2.25855183089152e-05,9.327727672567002e-06,0.00014342374346121506
S,2,S2,0,1,234,1.64999997615814,4.19067691836972e-05,1.9023027495814565e-05,0.00029804221386846286
S,2,S2,0,1,235,1.70000004768372,7.75137450546026e-05,3.913198099329069e-05,0.0006237855265867204
S,2,S2,0,1,236,1.75,0.0001429455442121,8.140154219151842e-05,0.0013021020190044441
S,2,S2,0,1,237,1.79999995231628,0.0002620392479002,0.00016934205871559882,0.0027005284999776294
S,2,S2,0,1,238,1.85000002384186,0.0004760941374115,0.00035145468109789885,0.005371455824337511
S,2,S2,0,1,239,1.89999997615814,0.0008541468996554,0.0007064873569398503,0.010216538737724809
S,2,S2,0,1,240,1.95000004768372,0.0015106104547157,0.0013731095413359292,0.01852796664702792
S,2,S2,0,1,241,2.0,0.002614181721583,0.002559283224671447,0.03157519813226645
S,2,S2,0,1,242,2.04999995231628,0.0044044419191777,0.004530626343316769,0.04998882875199527
S,2,S2,0,1,243,2.09999990463257,0.0071414439007639,0.007558161332565061,0.07291764523659108
S,2,S2,0,1,244,2.15000009536743,0.0111618181690574,0.011822407194934277,0.09764075944668146
S,2,S2,0,1,245,2.20000004768372,0.0166161824017763,0.017322245352990567,0.12016548445584353
S,2,S2,0,1,246,2.25,0.0233921092003584,0.02383894418064502,0.13647280232798797
S,2,S2,0,1,247,2.29999995231628,0.0310083795338869,0.03096951257072763,0.14372125079366777
S,2,S2,0,1,248,2.34999990463257,0.0386928133666515,0.038211055553685515,0.14086822562314127
S,2,S2,0,1,249,2.40000009536743,0.0457129441201687,0.045056353394801935,0.12890629908453782
S,2,S2,0,1,250,2.45000004768372,0.0516473911702633,0.05110170771660937,0.1106686323869987
S,2,S2,0,1,251,2.5,0.0564270131289959,0.05612320607931897,0.08993476735195027
S,2,S2,0,1,252,2.54999995231628,0.0601897090673447,0.0600951758749559,0.07025792718043644
S,2,S2,0,1,253,2.59999990463257,0.0631224066019058,0.0631489920970445,0.05387993043814643
S,2,S2,0,1,254,2.65000009536743,0.065397709608078,0.06548317319481264,0.04137535906633716
S,2,S2,0,1,255,2.70000004768372,0.0672032237052917,0.06728653645355684,0.03220443773884485
S,2,S2,0,1,256,2.75,0.0686354413628578,0.06870361389744274,0.02549804356598151
S,2,S2,0,1,257,2.79999995231628,0.0697855800390244,0.06983633837847186,0.020529034485252118
S,2,S2,0,1,258,2.84999990463257,0.0707165598869324,0.07075651538816666,0.01678198806820652
S,2,S2,0,1,259,2.90000009536743,0.0714824125170708,0.0715145388127487,0.013871069684365911
S,2,S2,0,1,260,2.95000004768372,0.0721209198236465,0.07214362495567993,0.011580787823545546
S,2,S2,0,1,261,3.0,0.0726578682661057,0.0726726164906733,0.009787272278779291
S,2,S2,0,1,262,3.04999995231628,0.0731115862727165,0.07312235125017076,0.008355702984797708
S,2,S2,0,1,263,3.09999990463257,0.0734998360276222,0.07350818599229114,0.0071925904621118475
S,2,S2,0,1,264,3.15000009536743,0.0738339722156525,0.07384161107537374,0.006241413343987201
S,2,S2,0,1,265,3.20000004768372,0.0741260945796967,0.07413232842317018,0.005461700207024411
S,2,S2,0,1,266,3.25,0.0743848904967308,0.07438778057520787,0.004819252007400521
S,2,S2,0,1,267,3.29999995231628,0.0746106579899788,0.07461425316431052,0.004283584449747413
S,2,S2,0,1,268,3.34999990463257,0.0748136416077614,0.07481613861166816,0.00382873582693255
S,2,S2,0,1,269,3.40000009536743,0.0749963000416756,0.0749971271950606,0.0034413062531163385
S,2,S2,0,1,270,3.45000004768372,0.0751585140824318,0.07516026981435477,0.0031070465150643267
S,2,S2,0,1,271,3.5,0.0753068774938583,0.075307831550256,0.0028188617772250124
S,2,S2,0,1,272,3.54999995231628,0.0754407942295074,0.07544215572324964,0.002569729407714938
S,2,S2,0,1,273,3.59999990463257,0.0755638778209686,0.075564804245959,0.002348636365058443
S,2,S2,0,1,274,3.65000009536743,0.0756775289773941,0.075677019645979,0.00215978956756524
S,2,S2,0,1,275,3.70000004768372,0.075779914855957,0.07578078355197326,0.0019931482241940524
S,2,S2,0,1,276,3.75,0.0758754760026932,0.07587633427831698,0.001843580020659874
S,2,S2,0,1,277,3.79999995231628,0.0759652256965637,0.07596514137822175,0.0017118062172513104
S,2,S2,0,1,278,3.84999990463257,0.0760463923215866,0.07604751473679155,0.0015928589969992357
S,2,S2,0,1,279,3.90000009536743,0.0761252716183662,0.07612442747974195,0.001489179219585024
S,2,S2,0,1,280,3.95000004768372,0.0761954411864281,0.07619643289517711,0.0013936949521403674
S,2,S2,0,1,281,4.0,0.0762642621994019,0.07626379684204287,0.0013031109714652933
S,2,S2,0,1,282,4.05000019073486,0.0763263776898384,0.07632674415767354,0.0012254468158693355
S,2,S2,0,1,283,4.09999990463257,0.0763866528868675,0.07638634143870496,0.001155407270238773
S,2,S2,0,1,284,4.15000009536743,0.0764418914914131,0.07644228473965685,0.0010918364782374068
S,2,S2,0,1,285,4.19999980926514,0.0764952376484871,0.07649552500817625,0.0010343254365814403
S,2,S2,0,1,286,4.25,0.0765449330210686,0.07654571715560016,0.000981182667293412
S,2,S2,0,1,287,4.30000019073486,0.0765945389866829,0.07659364364919707,0.0009340676161806449
S,2,S2,0,1,288,4.34999990463257,0.076638787984848,0.07663912385146401,0.0008909386767312899
S,2,S2,0,1,289,4.40000009536743,0.0766825824975967,0.07668273741409795,0.0008463705380618025
S,2,S2,0,1,290,4.44999980926514,0.0767234563827515,0.07672376084925156,0.0008006839352401318
S,2,S2,0,1,291,4.5,0.0767632201313972,0.07676280571239001,0.0007628161876797046
S,2,S2,0,1,292,4.55000019073486,0.0768004879355431,0.07680004275901081,0.0007277041223161529
S,2,S2,0,1,293,4.59999990463257,0.0768360868096352,0.07683557607146713,0.0006962460959036854
S,2,S2,0,1,294,4.65000009536743,0.0768678262829781,0.07686966728844591,0.0006641863801946091
S,2,S2,0,1,295,4.69999980926514,0.076902374625206,0.07690199466296313,0.0006346779924741863
S,2,S2,0,1,296,4.75,0.0769341140985489,0.07693313501584251,0.0006141311275396077
S,2,S2,0,1,297,4.80000019073486,0.0769626721739769,0.07696340800998952,0.0005944423428461132
S,2,S2,0,1,298,4.84999990463257,0.0769932791590691,0.07699257920394156,0.000575976697563485
S,2,S2,0,1,299,4.90000009536743,0.0770190134644508,0.07702100561771105,0.0005528261635076026
S,2,S2,0,1,300,4.94999980926514,0.077048733830452,0.07704786178254326,0.0005292076783889321
S,2,S2,0,1,301,5.0,0.0770748034119606,0.07707392632752888,0.0005131231754377241
S,2,S2,0,1,302,5.05000019073486,0.077098935842514,0.077099174295828,0.0004959970003353131
S,2,S2,0,1,303,5.09999990463257,0.0771239176392555,0.07712352598880574,0.0004788092315443082
S,2,S2,0,1,304,5.15000009536743,0.0771456882357597,0.07714705516547331,0.0004547766020146504
S,2,S2,0,1,305,5.19999980926514,0.0771691873669624,0.0771690036207092,0.00043541133723945524
S,2,S2,0,1,306,5.25,0.0771911889314651,0.07719059625427782,0.0004221498493069964
S,2,S2,0,1,307,5.30000019073486,0.0772125571966171,0.07721121876667729,0.0004080714254878215
S,2,S2,0,1,308,5.34999990463257,0.0772306248545647,0.07723140336208432,0.00039746459905920517
S,2,S2,0,1,309,5.40000009536743,0.0772497951984406,0.07725096518273698,0.0003845562025064364
S,2,S2,0,1,310,5.44999980926514,0.0772704780101776,0.07726985895203012,0.0003776067287609708
S,2,S2,0,1,311,5.5,0.0772877037525177,0.07728872581934343,0.0003738980588178231
S,2,S2,0,1,312,5.55000019073486,0.077308364212513,0.07730724890054269,0.0003646818986521305
S,2,S2,0,1,313,5.59999990463257,0.0773243010044098,0.07732519397994046,0.0003544578446873503
S,2,S2,0,1,314,5.65000009536743,0.0773432031273842,0.07734269464696783,0.0003432221123417234
S,2,S2,0,1,315,5.69999980926514,0.0773606598377228,0.07735951616491774,0.0003310991318262735
S,2,S2,0,1,316,5.75,0.0773750618100166,0.07737580452348827,0.00031687927826329343
S,2,S2,0,1,317,5.80000019073486,0.0773901715874672,0.07739120421362392,0.00030666739290408085
S,2,S2,0,1,318,5.84999990463257,0.0774078965187073,0.07740647123479644,0.00030145915179080607
S,2,S2,0,1,319,5.90000009536743,0.0774211511015892,0.07742135009635046,0.0002919428022352122
S,2,S2,0,1,320,5.94999980926514,0.0774349197745323,0.07743566549255042,0.0002856676957658788
S,2,S2,0,1,321,6.0,0.0774496719241142,0.07744991683807152,0.00027858552415294113
S,2,S2,0,1,322,6.05000019073486,0.0774642825126648,0.07746352415123765,0.0002721545119254154
S,2,S2,0,1,323,6.09999990463257,0.0774781554937363,0.07747713226330052,0.00027209112174864103
S,2,S2,0,1,324,6.15000009536743,0.0774887278676033,0.07749073323739458,0.000266019442724863
S,2,S2,0,1,325,6.19999980926514,0.0775037109851837,0.07750373418792447,0.00025483411580773385
S,2,S2,0,1,326,6.25,0.0775162726640701,0.07751621661972634,0.00024705075814357436
S,2,S2,0,1,327,6.30000019073486,0.0775306597352028,0.07752843935798122,0.000244868692159006
S,2,S2,0,1,328,6.34999990463257,0.0775399133563042,0.0775407034651941,0.0002427577124417546
S,2,S2,0,1,329,6.40000009536743,0.0775514990091324,0.07755271510366539,0.00023250150726150665
S,2,S2,0,1,330,6.44999980926514,0.0775637403130531,0.07756395360111937,0.00022612497650931207
S,2,S2,0,1,331,6.5,0.0775756537914276,0.07757532758104241,0.00022200648248182908
S,2,S2,0,1,332,6.55000019073486,0.0775871127843857,0.0775861543340563,0.00021926144372674816
S,2,S2,0,1,333,6.59999990463257,0.0775964930653572,0.07759725370190382,0.00021311224925213423
S,2,S2,0,1,334,6.65000009536743,0.0776074379682541,0.07760746553019233,0.00019964444542985849
S,2,S2,0,1,335,6.69999980926514,0.0776182487607002,0.07761721813178585,0.0001918700310296062
S,2,S2,0,1,336,6.75,0.077626071870327,0.07762665251196148,0.00018969296878168507
S,2,S2,0,1,337,6.80000019073486,0.0776367634534836,0.07763618750102613,0.00018977444893664153
S,2,S2,0,1,338,6.84999990463257,0.0776443555951118,0.07764562993963861,0.0001846096257525076
S,2,S2,0,1,339,6.90000009536743,0.0776547938585281,0.07765464844195183,0.00018563239799995745
S,2,S2,0,1,340,6.94999980926514,0.0776641964912415,0.07766419315671612,0.00019147523556617418
S,2,S2,0,1,341,7.0,0.0776743367314339,0.07767379594780094,0.000186223165007382
