source_file,sheet,device_group,device_no,device_id,dose_krad_si,scan_no,sweep,point_no,DrainI,DrainV,GateI,GateV
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,5,6.93184398770086e-11,4.0,-6.11284911578025e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,6,8.53954407187274e-11,5.0,-8.04212807459237e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,7,9.71881186639934e-11,6.0,-8.28591639745468e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,8,1.12331921542363e-10,7.0,-9.06351105278702e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,9,1.27433286145617e-10,8.0,-9.35353461350985e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,10,1.49576351304859e-10,9.0,-9.50484690953601e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,11,1.7579168676285e-10,10.0,-9.73602864995371e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,12,2.00013283713218e-10,11.0,-9.39976985137037e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,13,2.12951267730688e-10,12.0,-9.55949208680806e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,14,2.28052660089517e-10,13.0,-9.75704517180986e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,15,2.49304882293799e-10,14.0,-9.72761871054217e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,16,2.72423583691506e-10,15.0,-9.84111125923448e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,17,2.93294027953195e-10,16.0,-9.97140703340449e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,18,3.13952391861605e-10,17.0,-9.6897934120932e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,19,3.41270622872258e-10,18.0,-9.68559121794499e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,20,3.6752836884979e-10,19.0,-9.95880045095987e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,21,3.93192256531449e-10,20.0,-9.60152513052037e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,22,4.30436658538369e-10,21.0,-9.85792003582731e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,23,4.62336224860138e-10,22.0,-9.64355817423268e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,24,5.03060981760228e-10,23.0,-9.85792003582731e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,25,5.43319222945371e-10,24.0,-9.75284297766166e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,26,5.79929215760444e-10,25.0,-1.02488240116827e-10,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,27,6.2710225900986e-10,26.0,-9.4964425212396e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,28,6.74232836228583e-10,27.0,-9.61413171296499e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,29,7.31247729035545e-10,28.0,-9.20221676636857e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,30,7.80753961482361e-10,29.0,-9.34933241936164e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,31,8.3314483090291e-10,30.0,-9.44180289508267e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,32,8.86426598789569e-10,31.0,-9.79487602137397e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,33,9.51416723182774e-10,32.0,-8.99205709892215e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,34,1.00597108421141e-09,33.0,-8.97104057706599e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,35,1.06417386014357e-09,34.0,-9.5679020262196e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,36,1.13718168215371e-09,35.0,-9.74443303825012e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,37,1.20352927623912e-09,36.0,-1.0110112746986e-10,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,38,1.29057886599782e-09,37.0,-9.36614674706959e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,39,1.37287703427802e-09,38.0,-9.42078637322652e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,40,1.70839087321184e-09,39.0,-9.03829233678266e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,41,2.65774779961703e-09,40.0,-9.04249453093087e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,42,4.56804283288648e-09,41.0,-9.32831589750549e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,43,1.01021759846276e-08,42.0,-9.41658417907831e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,44,1.91372926394706e-08,43.0,-9.39976985137037e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,45,3.26385318771827e-08,44.0,-9.6561647566773e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,46,2.42659865534733e-08,45.0,-9.24424981008087e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,47,2.90716233308785e-08,46.0,-9.32831589750549e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,48,4.95105254572081e-08,47.0,-9.04249453093087e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,49,5.38346149880908e-08,48.0,-9.36614674706959e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,50,7.83034650453374e-08,49.0,-8.93741747276522e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,51,4.8943218189379e-07,50.0,-8.6515961061906e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,52,7.08382856373646e-07,51.0,-8.92060314505727e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,53,8.05265869985305e-07,52.0,-8.75247652132316e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,54,9.03468674096075e-07,53.0,-9.09713970820292e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,55,9.99601979856379e-07,54.0,-9.172795856216e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,56,1.04447758531023e-06,55.0,-9.07192099219856e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,57,1.12295583676314e-06,56.0,-9.50484690953601e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,58,1.18177331387415e-06,57.0,-9.1769980503642e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,59,1.24593850614474e-06,58.0,-9.34933241936164e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,60,1.32890238546679e-06,59.0,-9.3703489412178e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,61,1.38640848490468e-06,60.0,-9.38715771781062e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,62,1.49635843627038e-06,61.0,-9.08032538049497e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,63,1.5150117178564e-06,62.0,-9.3367202858019e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,64,1.61023240252689e-06,63.0,-9.58471080281242e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,65,1.70286818956811e-06,64.0,-9.5300711766555e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,66,1.74386070739274e-06,65.0,-9.26106413778882e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,67,1.85535918717505e-06,66.0,-9.6561647566773e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,68,1.90754803952586e-06,67.0,-9.9756092275527e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,69,1.98593875211373e-06,68.0,-9.98401916696423e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,70,2.04211687560019e-06,69.0,-9.69819780038961e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,71,2.19528396883106e-06,70.0,-9.78226388781422e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,72,2.26675433623313e-06,71.0,-9.4964425212396e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,73,2.3677057470195e-06,72.0,-9.38295552366242e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,74,2.49584036282613e-06,73.0,-9.75284297766166e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,75,2.55628856393741e-06,74.0,-9.92096960139577e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,76,2.66945244220551e-06,75.0,-1.00134400771168e-10,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,77,2.73211048806843e-06,76.0,-9.82429138041141e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,78,7.04251249317167e-07,77.0,-9.72761871054217e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,79,5.69679400541645e-07,78.0,-9.74023084410192e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,80,1.7994134395849e-06,79.0,-9.57210422036781e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,81,6.9655982315453e-07,80.0,-9.84531345338269e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,82,5.73445277041174e-07,81.0,-9.71080993394935e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,83,1.9470646748232e-06,82.0,-9.30729937564934e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,84,7.10680410520581e-07,83.0,-9.94198612325192e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,85,5.94121047470253e-07,84.0,-9.72761871054217e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,86,2.20386027649511e-06,85.0,-9.172795856216e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,87,7.18451758530136e-07,86.0,-9.6897934120932e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,88,6.27854035428754e-07,87.0,-9.62254165237653e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,89,2.44535681304114e-06,88.0,-9.5679020262196e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,90,7.6330439924277e-07,89.0,-9.02147800907471e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,91,6.52641062970361e-07,90.0,-9.34933241936164e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,92,7.07470064753579e-07,91.0,-8.95842844350625e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,93,6.46836099349457e-07,92.0,-8.71044347761085e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,94,6.04165961703984e-07,93.0,-8.91640095090906e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,95,6.30492934305948e-07,94.0,-9.39976985137037e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,96,6.93547235641745e-07,95.0,-8.82813266933624e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,97,6.50032745852513e-07,96.0,-8.95422624935804e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,98,5.45306306776183e-07,97.0,-8.7818918803606e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,99,6.53160157071397e-07,98.0,-8.79030181977214e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,100,5.195181529416e-07,99.0,-8.50448045319752e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,101,6.697760568386e-07,100.0,-9.16018372265626e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,102,6.45189686565573e-07,101.0,-9.00466368136676e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,103,6.97355744705419e-07,102.0,-8.93741747276522e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,104,5.41321696800878e-07,103.0,-8.70624128346265e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,105,7.42671943498863e-07,104.0,-8.89958662320112e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,106,7.59711156206322e-07,105.0,-8.72305006005547e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,107,8.39393067053607e-07,106.0,-8.87857010134496e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,108,4.72675310447812e-07,107.0,-8.95002405520984e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,109,1.07542234673019e-06,108.0,-9.24004761593267e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,110,9.05583874555305e-07,109.0,-9.11815067894395e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,111,1.94687959265138e-06,110.0,-9.62254165237653e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,112,1.82646056146041e-06,111.0,-9.16018372265626e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,113,3.59947830474994e-06,112.0,-9.24004761593267e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,114,5.11092594024376e-06,113.0,-8.60115867418187e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,115,5.35510262125172e-05,114.0,-8.4960760649011e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,116,0.00660635624080896,115.0,-6.71811495323027e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,117,0.00999991502612829,116.0,-1.19427218114865e-10,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,118,0.00999992899596691,117.0,-9.80328040967038e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,119,0.00999991409480572,118.0,-9.6561647566773e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,120,0.00999993551522493,119.0,-9.51325684894755e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,121,0.00999992433935404,120.0,-9.16858811095267e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,122,0.00999994296580553,121.0,-9.54267775910012e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,123,0.00999992433935404,122.0,-9.47122380523524e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,124,0.00999992806464434,123.0,-9.374551135366e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,125,0.00999991968274117,124.0,-9.36194455292139e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,126,0.00999992433935404,125.0,-9.35353461350985e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,127,0.00999993737787008,126.0,-9.5679020262196e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,128,0.00999993458390236,127.0,-9.62674384652473e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,129,0.00999993365257978,128.0,-9.67718127853345e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,130,0.00999991502612829,129.0,-9.43339295567114e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,131,0.00999992620199919,130.0,-9.51745904309576e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,132,0.00999991688877344,131.0,-9.47963374464678e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,133,0.00999993737787008,132.0,-9.45020728337909e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,134,0.00999991968274117,133.0,-9.22743548237293e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,135,0.00999992620199919,134.0,-9.27367072023344e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,136,0.00999991316348314,135.0,-9.24424981008087e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,137,0.00999992061406374,136.0,-8.87857010134496e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,138,0.00999991875141859,137.0,-8.81972272992471e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,139,0.00999992340803146,138.0,-8.76088090961957e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,140,0.00999992806464434,139.0,-8.6936291499029e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,141,0.00999991502612829,140.0,-8.66420268863521e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,142,0.00999991409480572,141.0,-8.58014215232572e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,143,0.00999990664422512,142.0,-8.26910206974674e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,144,0.00999992247670889,143.0,-8.55912563046957e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,145,0.00999991595745087,144.0,-8.67681482219496e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,146,0.00999992806464434,145.0,-9.04249453093087e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,147,0.0099999038502574,146.0,-8.75247652132316e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,148,0.00999991409480572,147.0,-8.4960760649011e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,149,0.00999990478157997,148.0,-8.33635382946341e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,150,0.00999992247670889,149.0,-8.60536086833008e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,151,0.00999991316348314,150.0,-8.79870620806855e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,1,9.29464838428373e-12,0.0,6.64936716798792e-10,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,2,3.89035748060707e-11,1.0,2.43311149006331e-10,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,3,5.21808984910166e-11,2.0,5.90837934133504e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,4,5.73560920980043e-11,3.0,-1.84657289459267e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,5,7.4832973151473e-11,4.0,-5.82702774920563e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,6,9.88000514734466e-11,5.0,-7.6554318440003e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,7,9.59155255220168e-11,6.0,-8.72305006005547e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,8,1.17591963944008e-10,7.0,-8.95422624935804e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,9,1.41686301580179e-10,8.0,-9.10554409649933e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,10,1.57890589491672e-10,9.0,-9.34513022521344e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,11,1.90341603589772e-10,10.0,-9.34092247995011e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,12,2.14690459854339e-10,11.0,-9.71501212809756e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,13,2.40481606850196e-10,12.0,-9.35773680765806e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,14,2.66739352827727e-10,13.0,-9.60992951881678e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,15,2.952453281857e-10,14.0,-9.50064471538781e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,16,3.2383615233833e-10,15.0,-9.47963374464678e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,17,3.49160672596938e-10,16.0,-9.77385394840269e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,18,3.84750731274863e-10,17.0,-9.67297908438525e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,19,4.27764240695794e-10,18.0,-9.50905465479934e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,20,4.64881411144091e-10,19.0,-9.31990595809395e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,21,5.06539588052135e-10,20.0,-9.3325180916537e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,22,5.57403290191161e-10,21.0,-9.51325684894755e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,23,6.06739825048663e-10,22.0,-9.5342733708037e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,24,6.62736532319741e-10,23.0,-9.48803813294319e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,25,7.27684301704556e-10,24.0,-9.66036695082551e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,26,7.98613508656842e-10,25.0,-9.23584542178446e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,27,8.70433558564088e-10,26.0,-9.12235842420728e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,28,9.48913836396059e-10,27.0,-9.42498856737473e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,29,1.03163633191627e-09,28.0,-9.3325180916537e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,30,1.11622533438549e-09,29.0,-9.47122380523524e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,31,1.21443177736325e-09,30.0,-9.69819780038961e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,32,1.3100504014929e-09,31.0,-9.81168479796679e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,33,1.41627454208759e-09,32.0,-9.77805614255089e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,34,1.52826806765205e-09,33.0,-9.42078637322652e-11,-20.0
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,35,1.65633928794762e-09,34.0,-9.50484690953601e-11,-20.0
